,prop_id,year,date,week,team1,team2,spread,team1_pick_pct,team2_pick_pct,score1,score2,winner,spread_winner
32,db4aa6b0-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-24 00:20:00,3,Panthers,Texans,7.5,0.6964287863651135,0.3035712136348864,24.0,9.0,Panthers,Panthers
33,db4b1be0-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Washington,Bills,-8.5,0.4421087119650803,0.5578912880349197,21.0,43.0,Bills,Bills
34,db4cc990-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Bengals,Steelers,-4.5,0.4498309625566116,0.5501690374433884,24.0,10.0,Bengals,Bengals
35,db4c0640-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Colts,Titans,-5.5,0.25352859460663196,0.7464714053933681,16.0,25.0,Titans,Titans
36,db4c5460-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Saints,Patriots,-2.5,0.4212023737486332,0.5787976262513668,28.0,13.0,Saints,Saints
37,db4b6a00-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Bears,Browns,-7.5,0.47988055402600704,0.520119445973993,6.0,26.0,Browns,Browns
38,db4bb820-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Ravens,Lions,9.5,0.6373174505606308,0.36268254943936923,19.0,17.0,Ravens,Lions
39,db4ca280-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Falcons,Giants,-3.5,0.5400403697014767,0.4599596302985233,17.0,14.0,Falcons,Falcons
40,db4cf0a0-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Cardinals,Jaguars,7.5,0.8621056325298002,0.1378943674701998,31.0,19.0,Cardinals,Cardinals
41,db4c2d50-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 17:00:00,3,Chargers,Chiefs,-6.5,0.35645613141474597,0.643543868585254,30.0,24.0,Chargers,Chargers
42,db4d65d0-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 20:05:00,3,Dolphins,Raiders,-4.5,0.17146628649875917,0.8285337135012408,28.0,31.0,Raiders,Dolphins
43,db4d3ec0-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 20:14:00,3,Jets,Broncos,-10.5,0.36942654979406486,0.6305734502059351,0.0,26.0,Broncos,Broncos
44,db4db3f0-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 20:25:00,3,Buccaneers,Rams,-1.5,0.6346796907140371,0.36532030928596293,24.0,34.0,Rams,Rams
45,db4ddb00-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-26 20:25:00,3,Seahawks,Vikings,1.5,0.7337246249828459,0.2662753750171542,17.0,30.0,Vikings,Vikings
46,db4e2920-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-27 00:20:00,3,Packers,49ers,-3.5,0.6436115879150388,0.3563884120849612,30.0,28.0,Packers,Packers
47,db4e5030-efaf-11eb-8bd0-a9646cfdc212,2021,2021-09-28 00:15:00,3,Eagles,Cowboys,-3.5,0.3097658253687439,0.6902341746312561,21.0,41.0,Cowboys,Cowboys
48,dbdd22b0-efaf-11eb-8566-753aa1362b00,2021,2021-10-01 00:20:00,4,Jaguars,Bengals,-7.5,0.2966706730769231,0.7033293269230769,21.0,24.0,Bengals,Jaguars
49,dbded060-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Browns,Vikings,2.5,0.6226173434792436,0.3773826565207564,14.0,7.0,Browns,Browns
50,dbde8240-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Colts,Dolphins,-1.5,0.45330090190929245,0.5466990980907075,27.0,17.0,Colts,Colts
51,dbde3420-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Panthers,Cowboys,-4.5,0.39847385673598795,0.601526143264012,28.0,36.0,Cowboys,Cowboys
52,dbde0d10-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Lions,Bears,-2.5,0.6595116398934799,0.34048836010652006,14.0,24.0,Bears,Bears
53,dbdd70d0-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Washington,Falcons,1.5,0.5467669849844057,0.4532330150155944,34.0,30.0,Washington,Washington
54,dbddbef0-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Texans,Bills,-16.5,0.5006280260657656,0.4993719739342344,0.0,40.0,Bills,Bills
55,dbe008e0-efaf-11eb-8566-753aa1362b00,2021,2021-10-03 17:00:00,4,Titans,Jets,7.5,0.8410493993427787,0.15895060065722136,24.0,27.0,Jets,Jets
