,prop_id,year,date,week,team1,team2,spread,team1_pick_pct,team2_pick_pct,score1,score2,winner,spread_winner
0,2018_Falcons_Eagles_1,2018,,1,Falcons,Eagles,-3.5,,,12,18,Eagles,Eagles
1,2018_Bills_Ravens_1,2018,,1,Bills,Ravens,-5.5,,,3,47,Ravens,Ravens
2,2018_Bengals_Colts_1,2018,,1,Bengals,Colts,-3.5,,,34,23,Bengals,Bengals
3,2018_Steelers_Browns_1,2018,,1,Steelers,Browns,6.5,,,21,21,,Browns
4,2018_Titans_Dolphins_1,2018,,1,Titans,Dolphins,1.5,,,20,27,Dolphins,Dolphins
5,2018_49ers_Vikings_1,2018,,1,49ers,Vikings,-5.5,,,16,24,Vikings,Vikings
6,2018_Texans_Patriots_1,2018,,1,Texans,Patriots,-6.5,,,20,27,Patriots,Patriots
7,2018_Buccaneers_Saints_1,2018,,1,Buccaneers,Saints,-9.5,,,48,40,Buccaneers,Buccaneers
8,2018_Jaguars_Giants_1,2018,,1,Jaguars,Giants,2.5,,,20,15,Jaguars,Jaguars
9,2018_Chiefs_Chargers_1,2018,,1,Chiefs,Chargers,-3.5,,,38,28,Chiefs,Chiefs
10,2018_Cowboys_Panthers_1,2018,,1,Cowboys,Panthers,-2.5,,,8,16,Panthers,Panthers
11,2018_Seahawks_Broncos_1,2018,,1,Seahawks,Broncos,-2.5,,,24,27,Broncos,Broncos
12,2018_Redskins_Cardinals_1,2018,,1,Redskins,Cardinals,-0.5,,,24,6,Redskins,Redskins
13,2018_Bears_Packers_1,2018,,1,Bears,Packers,-8.5,,,23,24,Packers,Bears
14,2018_Jets_Lions_1,2018,,1,Jets,Lions,-6.5,,,48,17,Jets,Jets
15,2018_Rams_Raiders_1,2018,,1,Rams,Raiders,2.5,,,33,13,Rams,Rams
16,2018_Ravens_Bengals_2,2018,,2,Ravens,Bengals,0.5,,,23,34,Bengals,Bengals
17,2018_Panthers_Falcons_2,2018,,2,Panthers,Falcons,-5.5,,,24,31,Falcons,Falcons
18,2018_Chargers_Bills_2,2018,,2,Chargers,Bills,7.5,,,31,20,Chargers,Chargers
19,2018_Browns_Saints_2,2018,,2,Browns,Saints,-8.5,,,18,21,Saints,Browns
20,2018_Vikings_Packers_2,2018,,2,Vikings,Packers,-0.5,,,29,29,,Vikings
21,2018_Texans_Titans_2,2018,,2,Texans,Titans,2.5,,,17,20,Titans,Titans
22,2018_Colts_Redskins_2,2018,,2,Colts,Redskins,-5.5,,,21,9,Colts,Colts
23,2018_Chiefs_Steelers_2,2018,,2,Chiefs,Steelers,-5.5,,,42,37,Chiefs,Chiefs
24,2018_Dolphins_Jets_2,2018,,2,Dolphins,Jets,-2.5,,,20,12,Dolphins,Dolphins
25,2018_Eagles_Buccaneers_2,2018,,2,Eagles,Buccaneers,3.5,,,21,27,Buccaneers,Buccaneers
26,2018_Lions_49ers_2,2018,,2,Lions,49ers,-5.5,,,27,30,49ers,Lions
27,2018_Cardinals_Rams_2,2018,,2,Cardinals,Rams,-12.5,,,0,34,Rams,Rams
