,prop_id,year,date,week,team1,team2,spread,team1_pick_pct,team2_pick_pct,score1,score2,winner,spread_winner
0,2019_Packers_Bears_1,2019,,1,Packers,Bears,-3.5,0.55,0.45,10,3,Packers,Packers
1,2019_Falcons_Vikings_1,2019,,1,Falcons,Vikings,-4.5,0.61,0.39,12,28,Vikings,Vikings
2,2019_Bills_Jets_1,2019,,1,Bills,Jets,-3.5,0.37,0.63,17,16,Bills,Bills
3,2019_Titans_Browns_1,2019,,1,Titans,Browns,-5.5,0.28,0.72,43,13,Titans,Titans
4,2019_Chiefs_Jaguars_1,2019,,1,Chiefs,Jaguars,3.5,0.84,0.16,40,26,Chiefs,Chiefs
5,2019_Rams_Panthers_1,2019,,1,Rams,Panthers,2.5,0.78,0.22,30,27,Rams,Rams
6,2019_Ravens_Dolphins_1,2019,,1,Ravens,Dolphins,4.5,0.79,0.21,59,10,Ravens,Ravens
7,2019_Washington_Eagles_1,2019,,1,Washington,Eagles,-9.5,0.41,0.59,27,32,Eagles,Washington
8,2019_Bengals_Seahawks_1,2019,,1,Bengals,Seahawks,-9.5,0.37,0.63,20,21,Seahawks,Bengals
9,2019_Colts_Chargers_1,2019,,1,Colts,Chargers,-2.5,0.12,0.88,24,30,Chargers,Chargers
10,2019_Giants_Cowboys_1,2019,,1,Giants,Cowboys,-7.5,0.48,0.52,17,35,Cowboys,Cowboys
11,2019_Lions_Cardinals_1,2019,,1,Lions,Cardinals,2.5,0.59,0.41,27,27,,Cardinals
12,2019_49ers_Buccaneers_1,2019,,1,49ers,Buccaneers,-1.5,0.54,0.46,31,17,49ers,49ers
13,2019_Steelers_Patriots_1,2019,,1,Steelers,Patriots,-6.5,0.55,0.45,3,33,Patriots,Patriots
14,2019_Texans_Saints_1,2019,,1,Texans,Saints,-6.5,0.33,0.67,28,30,Saints,Texans
15,2019_Broncos_Raiders_1,2019,,1,Broncos,Raiders,-2.5,0.56,0.44,16,24,Raiders,Raiders
16,2019_Buccaneers_Panthers_2,2019,,2,Buccaneers,Panthers,-6.5,0.26,0.74,20,14,Buccaneers,Buccaneers
17,2019_Bills_Giants_2,2019,,2,Bills,Giants,2.5,0.49,0.51,28,14,Bills,Bills
18,2019_49ers_Bengals_2,2019,,2,49ers,Bengals,-1.5,0.47,0.53,41,17,49ers,49ers
19,2019_Cowboys_Washington_2,2019,,2,Cowboys,Washington,5.5,0.8,0.2,31,21,Cowboys,Cowboys
20,2019_Chargers_Lions_2,2019,,2,Chargers,Lions,2.5,0.77,0.23,10,13,Lions,Lions
21,2019_Vikings_Packers_2,2019,,2,Vikings,Packers,-2.5,0.52,0.48,16,21,Packers,Packers
22,2019_Colts_Titans_2,2019,,2,Colts,Titans,-3.5,0.31,0.69,19,17,Colts,Colts
23,2019_Patriots_Dolphins_2,2019,,2,Patriots,Dolphins,18.5,0.59,0.41,43,0,Patriots,Patriots
24,2019_Cardinals_Ravens_2,2019,,2,Cardinals,Ravens,-13.5,0.6,0.4,17,23,Ravens,Cardinals
25,2019_Seahawks_Steelers_2,2019,,2,Seahawks,Steelers,-3.5,0.59,0.41,28,26,Seahawks,Seahawks
26,2019_Jaguars_Texans_2,2019,,2,Jaguars,Texans,-9.5,0.43,0.57,12,13,Texans,Jaguars
27,2019_Chiefs_Raiders_2,2019,,2,Chiefs,Raiders,9.5,0.59,0.41,28,10,Chiefs,Chiefs
28,2019_Bears_Broncos_2,2019,,2,Bears,Broncos,1.5,0.75,0.25,16,14,Bears,Bears
29,2019_Saints_Rams_2,2019,,2,Saints,Rams,-2.5,0.53,0.47,9,27,Rams,Rams
30,2019_Eagles_Falcons_2,2019,,2,Eagles,Falcons,1.5,0.7,0.3,20,24,Falcons,Falcons
31,2019_Browns_Jets_2,2019,,2,Browns,Jets,2.5,0.79,0.21,23,3,Browns,Browns
32,2019_Titans_Jaguars_3,2019,,3,Titans,Jaguars,1.5,0.73,0.27,7,20,Jaguars,Jaguars
33,2019_Falcons_Colts_3,2019,,3,Falcons,Colts,-2.5,0.7,0.3,24,27,Colts,Colts
34,2019_Bengals_Bills_3,2019,,3,Bengals,Bills,-6.5,0.41,0.59,17,21,Bills,Bengals
35,2019_Dolphins_Cowboys_3,2019,,3,Dolphins,Cowboys,-21.5,0.32,0.68,6,31,Cowboys,Cowboys
36,2019_Broncos_Packers_3,2019,,3,Broncos,Packers,-7.5,0.3,0.7,16,27,Packers,Packers
37,2019_Lions_Eagles_3,2019,,3,Lions,Eagles,-6.5,0.49,0.51,27,24,Lions,Lions
38,2019_Ravens_Chiefs_3,2019,,3,Ravens,Chiefs,-6.5,0.41,0.59,28,33,Chiefs,Ravens
39,2019_Raiders_Vikings_3,2019,,3,Raiders,Vikings,-7.5,0.44,0.56,14,34,Vikings,Vikings
40,2019_Jets_Patriots_3,2019,,3,Jets,Patriots,-22.5,0.28,0.72,14,30,Patriots,Jets
41,2019_Giants_Buccaneers_3,2019,,3,Giants,Buccaneers,-6.5,0.51,0.49,32,31,Giants,Giants
42,2019_Panthers_Cardinals_3,2019,,3,Panthers,Cardinals,2.5,0.31,0.69,38,20,Panthers,Panthers
43,2019_Saints_Seahawks_3,2019,,3,Saints,Seahawks,-5.5,0.21,0.79,33,27,Saints,Saints
44,2019_Steelers_49ers_3,2019,,3,Steelers,49ers,-6.5,0.31,0.69,20,24,49ers,Steelers
45,2019_Texans_Chargers_3,2019,,3,Texans,Chargers,-3.5,0.62,0.38,27,20,Texans,Texans
46,2019_Rams_Browns_3,2019,,3,Rams,Browns,2.5,0.85,0.15,20,13,Rams,Rams
47,2019_Bears_Washington_3,2019,,3,Bears,Washington,4.5,0.65,0.35,31,15,Bears,Bears
48,2019_Eagles_Packers_4,2019,,4,Eagles,Packers,-4.5,0.33,0.67,34,27,Eagles,Eagles
49,2019_Titans_Falcons_4,2019,,4,Titans,Falcons,-4.5,0.37,0.63,24,10,Titans,Titans
50,2019_Patriots_Bills_4,2019,,4,Patriots,Bills,7.5,0.64,0.36,16,10,Patriots,Bills
51,2019_Browns_Ravens_4,2019,,4,Browns,Ravens,-6.5,0.39,0.61,40,25,Browns,Browns
52,2019_Chiefs_Lions_4,2019,,4,Chiefs,Lions,6.5,0.81,0.19,34,30,Chiefs,Lions
53,2019_Raiders_Colts_4,2019,,4,Raiders,Colts,-6.5,0.36,0.64,31,24,Raiders,Raiders
54,2019_Chargers_Dolphins_4,2019,,4,Chargers,Dolphins,16.5,0.4,0.6,30,10,Chargers,Chargers
55,2019_Washington_Giants_4,2019,,4,Washington,Giants,-3.5,0.34,0.66,3,24,Giants,Giants
56,2019_Panthers_Texans_4,2019,,4,Panthers,Texans,-4.5,0.27,0.73,16,10,Panthers,Panthers
57,2019_Buccaneers_Rams_4,2019,,4,Buccaneers,Rams,-9.5,0.31,0.69,55,40,Buccaneers,Buccaneers
58,2019_Seahawks_Cardinals_4,2019,,4,Seahawks,Cardinals,4.5,0.73,0.27,27,10,Seahawks,Seahawks
59,2019_Vikings_Bears_4,2019,,4,Vikings,Bears,-2.5,0.55,0.45,6,16,Bears,Bears
60,2019_Jaguars_Broncos_4,2019,,4,Jaguars,Broncos,-3.5,0.65,0.35,26,24,Jaguars,Jaguars
61,2019_Cowboys_Saints_4,2019,,4,Cowboys,Saints,2.5,0.67,0.33,10,12,Saints,Saints
62,2019_Bengals_Steelers_4,2019,,4,Bengals,Steelers,-4.5,0.46,0.54,3,27,Steelers,Steelers
63,2019_Rams_Seahawks_5,2019,,5,Rams,Seahawks,-1.5,0.54,0.46,29,30,Seahawks,Rams
64,2019_Falcons_Texans_5,2019,,5,Falcons,Texans,-4.5,0.33,0.67,32,53,Texans,Texans
65,2019_Bills_Titans_5,2019,,5,Bills,Titans,-2.5,0.58,0.42,14,7,Bills,Bills
66,2019_Bears_Raiders_5,2019,,5,Bears,Raiders,4.5,0.71,0.29,21,24,Raiders,Raiders
67,2019_Cardinals_Bengals_5,2019,,5,Cardinals,Bengals,-4.5,0.74,0.26,26,23,Cardinals,Cardinals
68,2019_Vikings_Giants_5,2019,,5,Vikings,Giants,4.5,0.58,0.42,28,10,Vikings,Vikings
69,2019_Patriots_Washington_5,2019,,5,Patriots,Washington,15.5,0.79,0.21,33,7,Patriots,Patriots
70,2019_Buccaneers_Saints_5,2019,,5,Buccaneers,Saints,-3.5,0.36,0.64,24,31,Saints,Saints
71,2019_Jets_Eagles_5,2019,,5,Jets,Eagles,-13.5,0.37,0.63,6,31,Eagles,Eagles
72,2019_Ravens_Steelers_5,2019,,5,Ravens,Steelers,3.5,0.65,0.35,26,23,Ravens,Steelers
73,2019_Jaguars_Panthers_5,2019,,5,Jaguars,Panthers,-3.5,0.63,0.37,27,34,Panthers,Panthers
74,2019_Broncos_Chargers_5,2019,,5,Broncos,Chargers,-6.5,0.25,0.75,20,13,Broncos,Broncos
75,2019_Packers_Cowboys_5,2019,,5,Packers,Cowboys,-3.5,0.56,0.44,34,24,Packers,Packers
76,2019_Colts_Chiefs_5,2019,,5,Colts,Chiefs,-10.5,0.34,0.66,19,13,Colts,Colts
77,2019_Browns_49ers_5,2019,,5,Browns,49ers,-3.5,0.55,0.45,3,31,49ers,49ers
78,2019_Giants_Patriots_6,2019,,6,Giants,Patriots,-16.5,0.29,0.71,14,35,Patriots,Patriots
79,2019_Panthers_Buccaneers_6,2019,,6,Panthers,Buccaneers,1.5,0.57,0.43,37,26,Panthers,Panthers
80,2019_Bengals_Ravens_6,2019,,6,Bengals,Ravens,-11.5,0.34,0.66,17,23,Ravens,Bengals
